wall_clock,entity_id,seq,t_publish_ms,t_orion_ms,t_crate_ms,backlog_ms
1788198334.155,SynthZone:0006,30,1.2,115.8,1021.0,905.2
1788198334.155,SynthZone:0009,30,1.1,114.0,381.5,267.5
1788198334.374,SynthZone:0001,30,1.2,115.4,120.5,5.1
1788198335.093,SynthZone:0005,30,1.2,116.3,331.4,215.1
1788198336.123,SynthZone:0007,30,1.6,117.0,228.2,111.2
1788198338.12,SynthZone:0008,30,0.5,109.6,536.6,427.0
1788198338.671,SynthZone:0003,30,1.2,116.3,121.3,5.0
1788198341.187,SynthZone:0010,30,1.7,117.5,228.6,111.0
1788198343.295,SynthZone:0002,30,0.9,114.5,119.5,5.0
1788198344.184,SynthZone:0004,30,0.4,108.6,1058.2,949.6
1788198382.692,SynthZone:0006,35,0.9,113.6,468.9,355.4
1788198384.712,SynthZone:0001,35,1.5,115.1,120.2,5.1
1788198385.711,SynthZone:0009,35,1.3,115.5,643.3,527.8
1788198386.761,SynthZone:0005,35,1.3,115.4,332.3,217.0
1788198388.738,SynthZone:0007,35,1.5,114.8,434.5,319.7
1788198389.574,SynthZone:0003,35,1.0,114.4,119.0,4.6
1788198390.43,SynthZone:0002,35,1.2,114.8,119.4,4.6
1788198391.794,SynthZone:0008,35,1.3,113.8,118.7,4.9
1788198393.774,SynthZone:0010,35,1.4,116.9,543.5,426.7
1788198395.785,SynthZone:0004,35,1.3,114.9,649.9,535.0
1788198430.375,SynthZone:0006,40,1.3,116.5,1141.6,1025.1
1788198434.05,SynthZone:0001,40,1.5,117.5,122.7,5.2
1788198435.336,SynthZone:0009,40,1.2,116.1,542.6,426.5
1788198436.368,SynthZone:0005,40,1.3,116.7,954.1,837.4
1788198439.203,SynthZone:0003,40,1.2,115.8,120.8,5.0
1788198439.724,SynthZone:0002,40,1.9,118.1,123.3,5.3
1788198441.43,SynthZone:0007,40,1.1,114.9,1492.9,1378.0
1788198441.455,SynthZone:0008,40,1.1,114.9,538.6,423.8
1788198442.419,SynthZone:0010,40,1.0,113.0,428.6,315.6
1788198446.516,SynthZone:0004,40,1.4,115.0,755.2,640.3
1788198478.996,SynthZone:0006,45,1.3,116.6,404.8,288.2
1788198483.533,SynthZone:0001,45,1.1,115.5,120.4,5.0
1788198483.995,SynthZone:0009,45,1.0,114.8,541.8,427.0
1788198488.035,SynthZone:0008,45,1.2,115.4,539.9,424.6
1788198488.094,SynthZone:0005,45,1.3,115.6,1065.4,949.8
1788198489.934,SynthZone:0003,45,1.3,116.2,121.3,5.1
1788198493.128,SynthZone:0010,45,1.6,118.5,334.3,215.8
1788198493.136,SynthZone:0007,45,1.2,113.7,646.7,533.0
1788198494.197,SynthZone:0002,45,1.3,115.8,121.0,5.2
1788198498.117,SynthZone:0004,45,1.4,115.0,846.3,731.3
1788198529.513,SynthZone:0006,50,1.3,114.5,1099.5,985.0
1788198531.363,SynthZone:0001,50,1.5,117.1,122.4,5.3
1788198534.511,SynthZone:0005,50,1.0,114.5,755.3,640.9
1788198535.515,SynthZone:0009,50,1.2,114.9,751.5,636.5
1788198538.551,SynthZone:0008,50,0.7,112.2,433.9,321.7
1788198539.73,SynthZone:0003,50,0.4,106.6,109.0,2.5
1788198542.643,SynthZone:0007,50,1.5,115.5,850.5,735.0
1788198544.712,SynthZone:0002,50,0.8,113.5,117.9,4.5
1788198546.669,SynthZone:0010,50,1.3,117.2,754.5,637.4
1788198547.667,SynthZone:0004,50,1.2,110.5,1060.0,949.5
1788198578.264,SynthZone:0006,55,0.5,107.3,318.4,211.1
1788198579.72,SynthZone:0001,55,1.4,115.4,119.7,4.3
1788198587.368,SynthZone:0005,55,1.2,114.6,750.5,635.8
1788198587.405,SynthZone:0009,55,1.5,116.9,228.0,111.1
1788198588.706,SynthZone:0003,55,1.3,115.3,120.2,4.9
1788198589.406,SynthZone:0007,55,1.0,115.2,333.1,217.9
1788198591.451,SynthZone:0008,55,1.3,115.0,857.9,742.9
1788198596.917,SynthZone:0002,55,0.8,113.4,120.3,6.9
1788198598.613,SynthZone:0004,55,5.1,121.7,1705.6,1583.9
1788198600.691,SynthZone:0010,55,1.2,116.6,437.7,321.1
1788198627.892,SynthZone:0006,60,1.2,115.3,1070.7,955.4
1788198632.518,SynthZone:0001,60,1.2,112.4,114.6,2.3
1788198633.958,SynthZone:0009,60,1.6,115.9,120.8,4.9
1788198634.965,SynthZone:0007,60,1.3,116.5,121.9,5.4
1788198638.0,SynthZone:0005,60,1.5,116.1,963.5,847.4
1788198638.986,SynthZone:0008,60,1.2,115.7,435.6,319.9
1788198639.911,SynthZone:0003,60,1.1,116.4,121.8,5.4
